epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6053.58,0.97142,0.45228,1.13996,0.87658,0.8594,0.88816,0.39504,2.04947,0.76011,2.24536,0.000189955,0.000189955,0.000189955
181,6089.07,0.97649,0.45983,1.1537,0.88019,0.86497,0.89485,0.39404,2.07622,0.75681,2.27716,0.000181703,0.000181703,0.000181703
182,6124.18,0.97836,0.44663,1.14513,0.88023,0.85932,0.89345,0.40319,2.06365,0.76084,2.26151,0.000173451,0.000173451,0.000173451
183,6159.41,0.9787,0.45482,1.15526,0.87105,0.86629,0.89036,0.40397,2.06468,0.77643,2.2631,0.0001652,0.0001652,0.0001652
184,6195.37,0.93882,0.44367,1.1345,0.86849,0.85847,0.89572,0.39748,2.05971,0.76722,2.26951,0.000156948,0.000156948,0.000156948
185,6231.05,0.97279,0.44799,1.1323,0.86283,0.86328,0.89561,0.40074,2.07413,0.75648,2.26046,0.000148696,0.000148696,0.000148696
186,6267.3,0.92831,0.4383,1.14156,0.87695,0.85628,0.89904,0.39538,2.06701,0.75838,2.28283,0.000140445,0.000140445,0.000140445
187,6304.07,0.96199,0.44662,1.13914,0.88088,0.85871,0.90612,0.41019,2.0687,0.76134,2.28156,0.000132193,0.000132193,0.000132193
188,6340.96,0.9353,0.43939,1.134,0.88585,0.86476,0.89805,0.40137,2.05488,0.75557,2.2753,0.000123941,0.000123941,0.000123941
189,6376.03,0.93654,0.44118,1.13057,0.87251,0.8549,0.87529,0.39288,2.06358,0.7548,2.30387,0.00011569,0.00011569,0.00011569
190,6410.79,0.9525,0.44761,1.14412,0.87249,0.86811,0.88688,0.40107,2.05824,0.74894,2.30789,0.000107438,0.000107438,0.000107438
191,6469.18,0.92277,0.40487,1.16708,0.87619,0.84694,0.87071,0.37908,2.09989,0.77835,2.33511,9.91865e-05,9.91865e-05,9.91865e-05
192,6501.75,0.87385,0.38694,1.15231,0.86399,0.86578,0.88179,0.39038,2.07164,0.77396,2.3122,9.09349e-05,9.09349e-05,9.09349e-05
193,6534.37,0.90201,0.39403,1.16325,0.87346,0.86497,0.89099,0.40019,2.07506,0.76744,2.32363,8.26832e-05,8.26832e-05,8.26832e-05
194,6569.09,0.86376,0.38207,1.12646,0.87934,0.86183,0.89093,0.4031,2.05709,0.76456,2.32052,7.44316e-05,7.44316e-05,7.44316e-05
195,6604.12,0.87833,0.38446,1.15246,0.88972,0.85972,0.89434,0.40026,2.07112,0.7708,2.33453,6.61799e-05,6.61799e-05,6.61799e-05
196,6637.28,0.87277,0.37916,1.13237,0.88279,0.86183,0.893,0.40312,2.07004,0.76514,2.32366,5.79283e-05,5.79283e-05,5.79283e-05
197,6672.8,0.84605,0.37792,1.13597,0.8606,0.87584,0.88736,0.4021,2.0689,0.76958,2.32643,4.96766e-05,4.96766e-05,4.96766e-05
198,6710.21,0.86082,0.37741,1.11982,0.88067,0.86324,0.886,0.4025,2.06654,0.76447,2.33187,4.1425e-05,4.1425e-05,4.1425e-05
199,6747.41,0.87867,0.39287,1.14075,0.87332,0.8752,0.88573,0.3998,2.06877,0.75242,2.33483,3.31733e-05,3.31733e-05,3.31733e-05
200,6783.36,0.84618,0.3745,1.12898,0.86326,0.87168,0.88761,0.402,2.06899,0.75008,2.33081,2.49217e-05,2.49217e-05,2.49217e-05
