epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,3735.23,1.45437,0.67979,1.39427,0.89054,0.86288,0.88744,0.41141,2.00268,0.82273,1.84615,0.000800577,0.000800577,0.000800577
107,3770.18,1.48224,0.69617,1.3915,0.88674,0.81948,0.87755,0.41093,1.97018,0.81166,1.82932,0.000792325,0.000792325,0.000792325
108,3805.11,1.43027,0.69215,1.38249,0.90595,0.84769,0.89711,0.41613,1.98072,0.79309,1.79679,0.000784073,0.000784073,0.000784073
109,3840.5,1.45208,0.68705,1.40128,0.9029,0.85002,0.89286,0.40553,1.99654,0.78899,1.85438,0.000775822,0.000775822,0.000775822
110,3876.57,1.42599,0.68912,1.36868,0.88989,0.84002,0.89059,0.4089,1.98053,0.80657,1.80389,0.00076757,0.00076757,0.00076757
111,3910.9,1.42339,0.68745,1.381,0.90281,0.86134,0.87759,0.40371,2.00172,0.79426,1.83477,0.000759318,0.000759318,0.000759318
112,3944.88,1.43443,0.67507,1.37849,0.88836,0.86568,0.89063,0.39886,2.02741,0.81062,1.84979,0.000751067,0.000751067,0.000751067
113,3981.46,1.39476,0.66524,1.35971,0.89512,0.86539,0.89275,0.40582,2.00866,0.80124,1.85664,0.000742815,0.000742815,0.000742815
114,4017.61,1.42316,0.67508,1.3695,0.87289,0.86771,0.89331,0.40094,2.00467,0.78543,1.85745,0.000734564,0.000734564,0.000734564
115,4052.91,1.42762,0.65962,1.38042,0.90988,0.84317,0.88576,0.3974,2.00824,0.81286,1.85279,0.000726312,0.000726312,0.000726312
116,4088.21,1.40323,0.64903,1.36566,0.86109,0.88209,0.87397,0.39078,1.99732,0.81035,1.84093,0.00071806,0.00071806,0.00071806
117,4123.64,1.42765,0.6572,1.37216,0.87521,0.881,0.89733,0.42184,1.99182,0.79861,1.84708,0.000709809,0.000709809,0.000709809
118,4160.2,1.38825,0.67731,1.33953,0.90253,0.84479,0.89363,0.39977,2.03637,0.79143,1.89964,0.000701557,0.000701557,0.000701557
119,4197.26,1.35995,0.64384,1.34526,0.87803,0.8485,0.88493,0.40417,1.98251,0.79803,1.86251,0.000693305,0.000693305,0.000693305
120,4234.54,1.38279,0.63538,1.34815,0.88364,0.86938,0.88126,0.40422,1.99663,0.80923,1.86022,0.000685054,0.000685054,0.000685054
121,4271.39,1.40569,0.66037,1.36426,0.879,0.87973,0.89255,0.40962,1.97285,0.77972,1.85494,0.000676802,0.000676802,0.000676802
122,4307.36,1.39667,0.66631,1.34412,0.89682,0.83381,0.86815,0.37944,2.04908,0.8034,1.89894,0.00066855,0.00066855,0.00066855
123,4342.99,1.38717,0.64744,1.3549,0.8897,0.85324,0.88589,0.4025,1.98683,0.76434,1.85011,0.000660299,0.000660299,0.000660299
124,4378.42,1.34469,0.64995,1.33073,0.89239,0.86288,0.88282,0.40424,1.98543,0.77782,1.87555,0.000652047,0.000652047,0.000652047
125,4414.57,1.37003,0.65102,1.33645,0.87227,0.85239,0.88652,0.39721,2.05414,0.79239,1.91493,0.000643795,0.000643795,0.000643795
126,4454.32,1.36125,0.64926,1.30749,0.88251,0.85407,0.8819,0.40148,2.03651,0.79673,1.90024,0.000635544,0.000635544,0.000635544
127,4492.29,1.3411,0.63413,1.32038,0.91086,0.83841,0.88304,0.39908,2.0406,0.80154,1.89733,0.000627292,0.000627292,0.000627292
128,4526.3,1.33527,0.63199,1.32109,0.90261,0.84002,0.88691,0.4148,1.99511,0.76974,1.88841,0.00061904,0.00061904,0.00061904
129,4560.84,1.33827,0.61792,1.31563,0.90184,0.86896,0.89617,0.41502,2.00352,0.77734,1.88945,0.000610789,0.000610789,0.000610789
130,4594.89,1.33112,0.6345,1.31274,0.88178,0.85974,0.88718,0.40587,1.98928,0.77808,1.86459,0.000602537,0.000602537,0.000602537
131,4631.52,1.33141,0.62721,1.3184,0.88514,0.85537,0.85978,0.38355,2.00594,0.79123,1.88744,0.000594286,0.000594286,0.000594286
132,4670.05,1.3209,0.63337,1.3133,0.87589,0.84652,0.87182,0.39016,2.04185,0.77634,1.89511,0.000586034,0.000586034,0.000586034
133,4710.42,1.34338,0.64296,1.31693,0.86291,0.85621,0.87697,0.41026,2.01537,0.80324,1.87912,0.000577782,0.000577782,0.000577782
134,4747.45,1.3295,0.61768,1.315,0.90037,0.84739,0.88378,0.39853,2.02067,0.7998,1.90469,0.000569531,0.000569531,0.000569531
135,4782.35,1.36098,0.63171,1.32332,0.85583,0.87546,0.8963,0.40976,2.00957,0.80326,1.88399,0.000561279,0.000561279,0.000561279
136,4820.95,1.33637,0.63073,1.32021,0.86743,0.87989,0.89886,0.41751,1.98874,0.78261,1.85815,0.000553027,0.000553027,0.000553027
137,4856.72,1.29092,0.61175,1.29757,0.86089,0.86918,0.88872,0.41271,2.03279,0.78845,1.89101,0.000544776,0.000544776,0.000544776
138,4891.03,1.24806,0.59436,1.27435,0.89497,0.83256,0.88955,0.41443,2.02417,0.80224,1.90689,0.000536524,0.000536524,0.000536524
139,4926.71,1.30297,0.61536,1.29609,0.87881,0.85316,0.87757,0.38796,2.05908,0.80316,1.9438,0.000528272,0.000528272,0.000528272
140,4963.53,1.28936,0.62149,1.30098,0.88702,0.85623,0.89524,0.39983,2.02043,0.79195,1.90627,0.000520021,0.000520021,0.000520021
141,4999.08,1.27744,0.60583,1.27232,0.88458,0.86518,0.88829,0.41165,1.99703,0.77212,1.90682,0.000511769,0.000511769,0.000511769
142,5033.51,1.27191,0.59374,1.27314,0.86022,0.86268,0.88944,0.40492,2.01044,0.76834,1.91021,0.000503517,0.000503517,0.000503517
143,5068.46,1.25415,0.58961,1.28132,0.87868,0.86246,0.89888,0.41366,2.00122,0.78248,1.89882,0.000495266,0.000495266,0.000495266
144,5103.07,1.26458,0.59942,1.28064,0.87874,0.85952,0.87746,0.3965,2.03633,0.79553,1.9318,0.000487014,0.000487014,0.000487014
145,5138.65,1.25755,0.59252,1.26939,0.88446,0.88437,0.90036,0.40841,2.00286,0.78102,1.91987,0.000478762,0.000478762,0.000478762
146,5174.2,1.29168,0.60304,1.29679,0.89111,0.87902,0.90033,0.4096,2.01945,0.76602,1.90608,0.000470511,0.000470511,0.000470511
147,5208.14,1.2752,0.60918,1.27396,0.89684,0.87475,0.89785,0.41637,2.00691,0.77025,1.88543,0.000462259,0.000462259,0.000462259
148,5243.61,1.24596,0.60491,1.28243,0.87486,0.87231,0.89424,0.419,1.9764,0.77646,1.89312,0.000454007,0.000454007,0.000454007
149,5280.93,1.25622,0.59332,1.26516,0.88818,0.84788,0.89049,0.41232,2.00664,0.76385,1.92397,0.000445756,0.000445756,0.000445756
150,5315.36,1.2414,0.60258,1.2685,0.90731,0.85329,0.89959,0.40688,2.01552,0.76596,1.93839,0.000437504,0.000437504,0.000437504
151,5349.53,1.28417,0.59509,1.28529,0.90456,0.82702,0.88355,0.40328,2.03106,0.78135,1.93496,0.000429253,0.000429253,0.000429253
152,5386.45,1.24681,0.58813,1.2631,0.85715,0.87273,0.87177,0.39338,2.03717,0.77524,1.94189,0.000421001,0.000421001,0.000421001
153,5420.85,1.24352,0.60383,1.2528,0.88604,0.85004,0.87514,0.39872,2.03447,0.79122,1.93738,0.000412749,0.000412749,0.000412749
154,5454.71,1.22166,0.58935,1.2666,0.88989,0.8635,0.90065,0.41174,2.00065,0.77459,1.92956,0.000404498,0.000404498,0.000404498
155,5489.14,1.24048,0.6035,1.2649,0.87882,0.84529,0.87874,0.38848,2.04779,0.81691,1.96388,0.000396246,0.000396246,0.000396246
156,5522.69,1.23712,0.58282,1.25866,0.88738,0.86025,0.887,0.40676,2.02301,0.79504,1.93592,0.000387994,0.000387994,0.000387994
157,5555.8,1.24513,0.59241,1.25945,0.88931,0.84786,0.89178,0.40004,2.04463,0.8169,1.94484,0.000379743,0.000379743,0.000379743
158,5589.03,1.20779,0.56537,1.23094,0.89091,0.85108,0.88193,0.40334,2.02605,0.80617,1.94387,0.000371491,0.000371491,0.000371491
159,5622.05,1.18046,0.56631,1.24691,0.88552,0.84871,0.87386,0.39768,2.00359,0.80033,1.92712,0.000363239,0.000363239,0.000363239
160,5655.15,1.22162,0.58059,1.25002,0.87301,0.85338,0.88568,0.3937,2.04534,0.8033,1.9356,0.000354988,0.000354988,0.000354988
161,5688.18,1.19328,0.56197,1.22489,0.87283,0.87021,0.88102,0.39557,2.0383,0.79565,1.94417,0.000346736,0.000346736,0.000346736
162,5725.47,1.19634,0.57423,1.21363,0.87733,0.86314,0.88417,0.39672,2.03847,0.79525,1.95138,0.000338484,0.000338484,0.000338484
163,5759.39,1.20185,0.5642,1.24098,0.87717,0.87338,0.87954,0.39925,2.03554,0.80187,1.94624,0.000330233,0.000330233,0.000330233
164,5793.26,1.19607,0.56278,1.25075,0.89226,0.86114,0.89153,0.41491,1.99448,0.79106,1.9114,0.000321981,0.000321981,0.000321981
165,5826.96,1.17578,0.56965,1.21691,0.89331,0.873,0.88769,0.39766,2.04483,0.80346,1.97177,0.000313729,0.000313729,0.000313729
166,5860.51,1.17192,0.559,1.22455,0.88225,0.84882,0.88059,0.40724,2.05029,0.80444,1.95966,0.000305478,0.000305478,0.000305478
167,5894.22,1.17896,0.55901,1.2298,0.88287,0.87057,0.87969,0.39057,2.07343,0.81625,1.99841,0.000297226,0.000297226,0.000297226
168,5927.84,1.15094,0.54378,1.20779,0.88967,0.88175,0.89756,0.40486,2.07638,0.78486,1.99421,0.000288974,0.000288974,0.000288974
169,5961.41,1.18167,0.55179,1.21182,0.87836,0.88154,0.87965,0.38902,2.04934,0.77277,1.96983,0.000280723,0.000280723,0.000280723
170,5994.99,1.16906,0.54899,1.23322,0.89073,0.87189,0.89772,0.40561,2.03359,0.78413,1.969,0.000272471,0.000272471,0.000272471
171,6028.7,1.1668,0.54763,1.22481,0.9087,0.84513,0.88508,0.40311,2.04035,0.77662,1.96683,0.00026422,0.00026422,0.00026422
172,6062.38,1.15446,0.55138,1.20197,0.87847,0.87764,0.88654,0.40004,2.06547,0.78971,1.98256,0.000255968,0.000255968,0.000255968
173,6096.03,1.1629,0.5486,1.22221,0.88721,0.8651,0.88463,0.40401,2.03499,0.78371,1.97628,0.000247716,0.000247716,0.000247716
174,6129.7,1.16318,0.54968,1.2238,0.87895,0.88196,0.88855,0.39734,2.03859,0.78245,1.9797,0.000239465,0.000239465,0.000239465
175,6163.32,1.1715,0.55883,1.23294,0.89147,0.88048,0.89839,0.40801,2.03001,0.77945,1.95429,0.000231213,0.000231213,0.000231213
176,6196.99,1.13305,0.54127,1.19898,0.9076,0.85754,0.88693,0.40153,2.03074,0.78087,1.9704,0.000222961,0.000222961,0.000222961
177,6230.62,1.15173,0.54825,1.22755,0.91518,0.84085,0.89168,0.41665,1.99537,0.76244,1.94959,0.00021471,0.00021471,0.00021471
178,6264.24,1.16226,0.55311,1.20986,0.88195,0.87645,0.89588,0.41226,2.01776,0.78226,1.96173,0.000206458,0.000206458,0.000206458
179,6298.68,1.13381,0.53762,1.19866,0.89448,0.87525,0.90153,0.4075,2.03918,0.78811,1.96481,0.000198206,0.000198206,0.000198206
180,6331.64,1.11673,0.53347,1.18395,0.89472,0.88277,0.89535,0.39966,2.02678,0.78477,1.95425,0.000189955,0.000189955,0.000189955
181,6364.45,1.14033,0.54478,1.20941,0.8838,0.86739,0.88347,0.39868,2.03732,0.78289,1.98416,0.000181703,0.000181703,0.000181703
182,6397.24,1.13084,0.52964,1.1981,0.90037,0.85367,0.88193,0.40212,2.03143,0.78092,1.98789,0.000173451,0.000173451,0.000173451
183,6429.98,1.15053,0.54059,1.20616,0.87295,0.87707,0.88733,0.39675,2.04049,0.77866,1.9929,0.0001652,0.0001652,0.0001652
184,6462.73,1.10265,0.53189,1.18617,0.8744,0.8539,0.8851,0.40174,2.03914,0.78225,1.98412,0.000156948,0.000156948,0.000156948
