epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,716.822,2.2107,1.70929,1.98537,0.46531,0.61272,0.52682,0.19098,2.26306,1.86006,2.03302,0.00145246,0.00145246,0.00145246
15,767.75,2.18783,1.64747,1.95574,0.62784,0.63685,0.64482,0.23335,2.17912,1.55151,1.98364,0.00143595,0.00143595,0.00143595
16,819.93,2.1497,1.60552,1.97211,0.64372,0.6119,0.64915,0.2459,2.15455,1.59325,1.94996,0.00141945,0.00141945,0.00141945
17,872.161,2.11331,1.57368,1.91306,0.71486,0.65907,0.70053,0.25982,2.13905,1.53289,1.93686,0.00140295,0.00140295,0.00140295
18,924.076,2.08765,1.56996,1.91265,0.72035,0.62638,0.69972,0.26745,2.17084,1.45456,1.95437,0.00138644,0.00138644,0.00138644
19,976.32,2.10808,1.55703,1.91095,0.62989,0.65468,0.70494,0.27524,2.06617,1.47942,1.91781,0.00136994,0.00136994,0.00136994
20,1028.41,2.0814,1.5743,1.91648,0.55769,0.59451,0.62324,0.23732,2.19257,1.63322,1.98554,0.00135344,0.00135344,0.00135344
21,1079.82,2.07442,1.48754,1.88762,0.71393,0.70164,0.73672,0.27453,2.11426,1.4899,1.93457,0.00133693,0.00133693,0.00133693
22,1130.55,2.06754,1.42635,1.8619,0.73216,0.67628,0.73675,0.27676,2.12343,1.37593,1.90199,0.00132043,0.00132043,0.00132043
23,1181.25,2.05543,1.40574,1.87257,0.73751,0.75805,0.72945,0.27213,2.07631,1.37165,1.90754,0.00130393,0.00130393,0.00130393
24,1231.89,2.02346,1.3918,1.84583,0.72838,0.65341,0.71851,0.27861,2.10555,1.40603,1.92862,0.00128742,0.00128742,0.00128742
25,1282.6,2.04332,1.38014,1.86725,0.77505,0.66705,0.73397,0.28252,2.16204,1.35324,1.94608,0.00127092,0.00127092,0.00127092
26,1333.41,2.00582,1.32734,1.84428,0.7515,0.67984,0.7574,0.27775,2.22087,1.35855,1.98341,0.00125442,0.00125442,0.00125442
27,1384.04,2.0279,1.42725,1.84533,0.73029,0.6509,0.7104,0.26975,2.11634,1.38605,1.91232,0.00123791,0.00123791,0.00123791
28,1435.22,2.00891,1.40071,1.82552,0.71896,0.70624,0.71957,0.26194,2.15683,1.38668,1.95383,0.00122141,0.00122141,0.00122141
29,1486.48,1.98122,1.3725,1.80999,0.78956,0.70079,0.77347,0.32142,2.09881,1.25732,1.91577,0.00120491,0.00120491,0.00120491
30,1538.43,1.97808,1.32485,1.76428,0.83657,0.66587,0.75426,0.30599,2.12799,1.3778,1.93947,0.0011884,0.0011884,0.0011884
31,1589.8,1.97199,1.35172,1.79643,0.77708,0.72287,0.78113,0.31556,2.08899,1.25717,1.90987,0.0011719,0.0011719,0.0011719
32,1641.26,2.00085,1.28699,1.8339,0.821,0.71213,0.78504,0.29347,2.19148,1.23073,1.94582,0.0011554,0.0011554,0.0011554
33,1692.43,1.9875,1.31438,1.83593,0.73496,0.70584,0.73354,0.27997,2.17894,1.32834,1.95804,0.00113889,0.00113889,0.00113889
34,1743.74,1.95264,1.25444,1.7871,0.79752,0.75301,0.78875,0.29371,2.15787,1.27852,1.9622,0.00112239,0.00112239,0.00112239
35,1795.17,1.98153,1.24124,1.81536,0.80262,0.74656,0.77802,0.30302,2.15417,1.2462,1.94138,0.00110589,0.00110589,0.00110589
36,1846.32,1.96413,1.21303,1.82705,0.7948,0.76035,0.76884,0.31921,2.09188,1.18037,1.91098,0.00108938,0.00108938,0.00108938
37,1897.78,1.93864,1.20846,1.8136,0.84656,0.74596,0.81656,0.30815,2.11514,1.2292,1.92305,0.00107288,0.00107288,0.00107288
38,1949.12,1.94614,1.20143,1.7689,0.74065,0.77238,0.76714,0.29673,2.12319,1.25947,1.94872,0.00105638,0.00105638,0.00105638
39,2000.62,1.91512,1.20868,1.78096,0.81387,0.78496,0.83746,0.33202,2.03493,1.18306,1.86758,0.00103987,0.00103987,0.00103987
40,2052.77,1.93694,1.2324,1.7852,0.79574,0.73937,0.78064,0.31008,2.11001,1.23019,1.91164,0.00102337,0.00102337,0.00102337
41,2103.98,1.91245,1.15138,1.75928,0.82212,0.77432,0.80925,0.32487,2.10167,1.15197,1.92081,0.00100687,0.00100687,0.00100687
42,2155.75,1.92282,1.17049,1.77022,0.81231,0.7658,0.80544,0.32935,2.08898,1.1506,1.90083,0.000990365,0.000990365,0.000990365
43,2207.18,1.88869,1.15747,1.7308,0.81671,0.77806,0.82594,0.34044,2.04898,1.20827,1.86356,0.000973861,0.000973861,0.000973861
44,2259.38,1.87217,1.13865,1.7429,0.83739,0.76478,0.83765,0.33268,2.06281,1.1778,1.89453,0.000957358,0.000957358,0.000957358
45,2310.8,1.88381,1.12836,1.76076,0.84373,0.72072,0.77631,0.30755,2.12606,1.24977,1.92002,0.000940855,0.000940855,0.000940855
46,2362.21,1.86331,1.12222,1.76078,0.81171,0.75845,0.7935,0.32592,2.09742,1.20484,1.88583,0.000924352,0.000924352,0.000924352
47,2413.57,1.90985,1.13095,1.74975,0.82186,0.75232,0.8192,0.33323,2.06836,1.13712,1.88957,0.000907848,0.000907848,0.000907848
48,2465.12,1.90136,1.07979,1.7658,0.84042,0.75156,0.82546,0.32138,2.05533,1.16613,1.8926,0.000891345,0.000891345,0.000891345
49,2516.37,1.87373,1.08437,1.74567,0.82813,0.74566,0.82117,0.32126,2.1044,1.1769,1.90677,0.000874842,0.000874842,0.000874842
50,2567.64,1.89774,1.12015,1.73304,0.86086,0.79788,0.83562,0.3633,2.04538,1.09612,1.87324,0.000858338,0.000858338,0.000858338
51,2618.72,1.83311,1.09864,1.72048,0.85895,0.77565,0.82297,0.32736,2.09045,1.20572,1.88074,0.000841835,0.000841835,0.000841835
52,2669.31,1.81636,1.05899,1.68513,0.81253,0.75592,0.80828,0.33677,2.09067,1.10996,1.90421,0.000825332,0.000825332,0.000825332
53,2720.4,1.85668,1.07333,1.71304,0.82501,0.76936,0.8233,0.33837,2.06477,1.15176,1.87607,0.000808828,0.000808828,0.000808828
54,2770.93,1.82058,1.02185,1.70662,0.85134,0.77209,0.82931,0.35024,2.0896,1.08179,1.90543,0.000792325,0.000792325,0.000792325
55,2821.72,1.79228,1.04357,1.70586,0.85142,0.79243,0.842,0.36492,2.01406,1.07281,1.8563,0.000775822,0.000775822,0.000775822
56,2871.63,1.83266,1.03958,1.70139,0.83655,0.78558,0.8342,0.35042,2.05012,1.07411,1.87254,0.000759318,0.000759318,0.000759318
57,2919.1,1.82712,1.03555,1.70897,0.8246,0.80208,0.83218,0.32549,2.09744,1.10488,1.88816,0.000742815,0.000742815,0.000742815
58,2966.4,1.79122,0.99607,1.71201,0.83024,0.81482,0.84646,0.36585,2.03944,1.02637,1.88031,0.000726312,0.000726312,0.000726312
59,3014.66,1.80018,0.99931,1.68067,0.83748,0.78131,0.82819,0.33021,2.09653,1.09851,1.91524,0.000709809,0.000709809,0.000709809
60,3062.01,1.81874,1.00132,1.69533,0.82262,0.80968,0.83077,0.33339,2.15048,1.05012,1.93881,0.000693305,0.000693305,0.000693305
61,3109.35,1.81358,1.02636,1.70803,0.82634,0.75684,0.81857,0.32237,2.13854,1.1178,1.92711,0.000676802,0.000676802,0.000676802
62,3156.84,1.7871,0.98313,1.6598,0.86895,0.80446,0.85592,0.35403,2.09353,1.03174,1.90923,0.000660299,0.000660299,0.000660299
63,3203.95,1.77233,0.98895,1.66897,0.85081,0.8266,0.86712,0.39327,1.98098,0.96779,1.84386,0.000643795,0.000643795,0.000643795
64,3252.16,1.77331,0.98859,1.68481,0.8287,0.77716,0.8278,0.36587,2.02357,1.04744,1.88458,0.000627292,0.000627292,0.000627292
65,3299.47,1.73751,0.98638,1.64389,0.84425,0.82137,0.8536,0.3712,2.01759,1.03435,1.84796,0.000610789,0.000610789,0.000610789
66,3347.02,1.75857,0.97174,1.66357,0.8198,0.8217,0.83748,0.35854,2.07523,0.99982,1.91998,0.000594286,0.000594286,0.000594286
67,3394.23,1.74482,0.95427,1.65259,0.80755,0.81508,0.83879,0.34213,2.11918,0.97894,1.94429,0.000577782,0.000577782,0.000577782
68,3441.7,1.76375,0.92179,1.66907,0.83826,0.82553,0.86835,0.39374,1.96923,0.95661,1.8299,0.000561279,0.000561279,0.000561279
69,3489.77,1.725,0.91288,1.61914,0.86779,0.81381,0.86215,0.37816,2.0128,0.97458,1.85237,0.000544776,0.000544776,0.000544776
70,3537.28,1.73118,0.93967,1.65557,0.87293,0.79997,0.87445,0.37299,2.04141,1.00336,1.87017,0.000528272,0.000528272,0.000528272
71,3584.61,1.72365,0.94667,1.63814,0.85601,0.7915,0.84906,0.36808,2.02833,1.00605,1.86916,0.000511769,0.000511769,0.000511769
72,3632.07,1.71365,0.9065,1.63604,0.83981,0.83981,0.87607,0.39591,1.97808,0.94321,1.83207,0.000495266,0.000495266,0.000495266
73,3680.02,1.7201,0.88683,1.65822,0.88042,0.84792,0.88125,0.40044,1.9937,0.92627,1.83716,0.000478762,0.000478762,0.000478762
74,3727.99,1.69427,0.88383,1.61881,0.80771,0.81442,0.8443,0.36917,2.10741,0.93983,1.90274,0.000462259,0.000462259,0.000462259
75,3775.01,1.69502,0.87625,1.59806,0.88053,0.82681,0.88504,0.38501,2.00658,0.95499,1.8456,0.000445756,0.000445756,0.000445756
76,3822.48,1.67995,0.89275,1.60827,0.82841,0.83352,0.86259,0.39579,1.97939,0.96632,1.83975,0.000429253,0.000429253,0.000429253
77,3869.99,1.69454,0.87827,1.64178,0.88005,0.81046,0.86348,0.39481,1.96631,0.9346,1.83881,0.000412749,0.000412749,0.000412749
78,3917.34,1.66331,0.86819,1.59842,0.86227,0.82677,0.86361,0.38313,2.00225,0.91926,1.84679,0.000396246,0.000396246,0.000396246
79,3964.71,1.6255,0.85037,1.57596,0.86775,0.84113,0.88741,0.4026,1.98488,0.91719,1.8556,0.000379743,0.000379743,0.000379743
80,4013.16,1.6569,0.86534,1.55736,0.87428,0.86851,0.88605,0.40107,1.97415,0.91253,1.84665,0.000363239,0.000363239,0.000363239
81,4060.55,1.64727,0.85835,1.58652,0.8525,0.84057,0.87037,0.38459,2.03131,0.91966,1.88706,0.000346736,0.000346736,0.000346736
82,4107.93,1.6573,0.83504,1.57943,0.89255,0.80353,0.87478,0.38249,2.02783,0.93911,1.8728,0.000330233,0.000330233,0.000330233
83,4154.57,1.61745,0.84291,1.56511,0.84521,0.84207,0.87298,0.4008,1.96272,0.9166,1.8332,0.000313729,0.000313729,0.000313729
84,4201.26,1.64952,0.82601,1.57324,0.84518,0.85021,0.85828,0.38868,1.9741,0.90481,1.84701,0.000297226,0.000297226,0.000297226
85,4248.49,1.61656,0.84,1.57188,0.85834,0.8438,0.86843,0.40167,1.9884,0.92117,1.8435,0.000280723,0.000280723,0.000280723
86,4295.9,1.65177,0.86354,1.58701,0.87149,0.84989,0.87759,0.39115,2.02549,0.91159,1.86714,0.00026422,0.00026422,0.00026422
87,4343.11,1.62429,0.82913,1.58109,0.87071,0.82445,0.87664,0.3944,2.0072,0.90814,1.87425,0.000247716,0.000247716,0.000247716
88,4389.98,1.60081,0.80443,1.54179,0.88449,0.82416,0.88467,0.42121,1.94112,0.87087,1.83671,0.000231213,0.000231213,0.000231213
89,4437.77,1.55727,0.78142,1.55196,0.84318,0.85344,0.87878,0.39456,2.02186,0.88077,1.88692,0.00021471,0.00021471,0.00021471
90,4485.2,1.57437,0.78478,1.53698,0.86972,0.84259,0.88108,0.41581,1.95597,0.90189,1.84042,0.000198206,0.000198206,0.000198206
91,4533.02,1.57676,0.72616,1.62699,0.87729,0.8127,0.87403,0.39555,2.00836,0.88737,1.87393,0.000181703,0.000181703,0.000181703
92,4580.48,1.55348,0.71461,1.62735,0.89308,0.81809,0.88826,0.41196,1.96889,0.87798,1.85075,0.0001652,0.0001652,0.0001652
93,4627.9,1.55436,0.71972,1.61585,0.84969,0.85974,0.88743,0.40602,1.96698,0.86436,1.84652,0.000148696,0.000148696,0.000148696
94,4675.28,1.52219,0.69898,1.60491,0.87287,0.87056,0.89731,0.40968,1.98837,0.85389,1.85165,0.000132193,0.000132193,0.000132193
95,4722.59,1.51093,0.69638,1.58073,0.86583,0.86274,0.89362,0.40767,1.97318,0.84905,1.84793,0.00011569,0.00011569,0.00011569
96,4769.99,1.51044,0.69747,1.58778,0.86512,0.85516,0.88659,0.40487,1.96526,0.85613,1.84294,9.91865e-05,9.91865e-05,9.91865e-05
97,4817.38,1.51339,0.70634,1.59051,0.87257,0.86397,0.89195,0.41428,1.94782,0.84651,1.83809,8.26832e-05,8.26832e-05,8.26832e-05
98,4864.71,1.49709,0.68359,1.59907,0.87183,0.84587,0.8917,0.40871,1.97163,0.86162,1.84651,6.61799e-05,6.61799e-05,6.61799e-05
99,4912.04,1.5071,0.69159,1.60905,0.87123,0.86236,0.89195,0.4072,1.96339,0.86307,1.84023,4.96766e-05,4.96766e-05,4.96766e-05
100,4959.23,1.50691,0.69753,1.57078,0.89477,0.83573,0.89211,0.40569,1.96518,0.86601,1.84286,3.31733e-05,3.31733e-05,3.31733e-05
