epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,48636.9,0.83878,0.41673,1.07705,0.89928,0.84452,0.87328,0.38224,2.0661,0.80263,2.3625,0.000173451,0.000173451,0.000173451
183,48930.1,0.83701,0.41779,1.08227,0.89562,0.85201,0.87494,0.38616,2.08597,0.80787,2.37787,0.0001652,0.0001652,0.0001652
184,49200.4,0.83001,0.40647,1.06298,0.88262,0.85794,0.87815,0.38242,2.1059,0.8099,2.39168,0.000156948,0.000156948,0.000156948
185,49478.9,0.8341,0.41027,1.06745,0.88514,0.85994,0.87545,0.3896,2.0946,0.78667,2.39765,0.000148696,0.000148696,0.000148696
186,49771,0.80116,0.40292,1.05828,0.90004,0.85488,0.87652,0.38091,2.11333,0.79422,2.41962,0.000140445,0.000140445,0.000140445
187,50039.7,0.821,0.39448,1.06435,0.87676,0.85952,0.86792,0.38425,2.09589,0.78198,2.42737,0.000132193,0.000132193,0.000132193
188,50298.6,0.81644,0.40492,1.07862,0.87616,0.86786,0.87628,0.39029,2.10096,0.80101,2.42288,0.000123941,0.000123941,0.000123941
189,50557.6,0.79368,0.40039,1.04313,0.87846,0.86769,0.87563,0.38719,2.10165,0.79519,2.42891,0.00011569,0.00011569,0.00011569
190,50835.6,0.79376,0.40329,1.06399,0.89835,0.864,0.8737,0.38474,2.08665,0.80449,2.42283,0.000107438,0.000107438,0.000107438
191,51156,0.78024,0.36724,1.06893,0.86887,0.8639,0.86716,0.37431,2.13091,0.79874,2.43297,9.91865e-05,9.91865e-05,9.91865e-05
192,51434.2,0.74444,0.34637,1.05632,0.8947,0.85634,0.87466,0.38079,2.10116,0.80512,2.42615,9.09349e-05,9.09349e-05,9.09349e-05
193,51693.2,0.7467,0.35171,1.04947,0.89209,0.85596,0.87285,0.38086,2.11358,0.81579,2.43065,8.26832e-05,8.26832e-05,8.26832e-05
194,51984.5,0.73698,0.34813,1.03336,0.89284,0.84403,0.86193,0.37782,2.11994,0.82647,2.4435,7.44316e-05,7.44316e-05,7.44316e-05
